Question,labels
AND WHEN DID THIS HAPPEN WAS IT A LONG TIME AGO,5
NO NOT LONG AGO AND WAS IT DAYTIME OR NIGHT-TIME OR SOMETHING DIFFERENT,6
DAYTIME,13
DO YOU WANT TO TELL ME A LITTLE BIT ABOUT WHY YOU'VE COME TO SEE ME TODAY,5
SO YOU WANT TO TELL ME ABOUT WHY MUM AND DAD MAY HAVE BROUGHT YOU IN TO SEE ME DO YOU UNDERSTAND WHY YOU ARE HERE,5
YES WHAT DO YOU KNOW,13
HM-HM DO YOU WANT TO TELL ME A LITTLE BIT ABOUT WHEN THAT HAPPENED,5
SO TELL ME ABOUT THAT TIME,2
HM-HM AND WHAT HAPPENED THEN,1
HM-HM,13
HM-HM AND THEN DID ANYTHING ELSE HAPPEN,5
HM-HM AND THEN WHAT,1
OKAY DO YOU WANT TO TELL ME A LITTLE BIT ABOUT MORE ABOUT THE PART WHEN HE PUT HIS HAND ON YOUR WILLY,5
YES SO WHO WAS THERE,4
HM-HM DO YOU KNOW THEIR NAMES,5
NO AND HAVE YOU SEEN THE BOYS BEFORE,5
YEAH SO TELL ME A LITTLE BIT ABOUT WHAT THEY WERE DOING WHEN HE PUT HIS HAND ON YOUR WILLY,4
HM-HM AND THEN WHAT HAPPENED,1
HM-HM AND WHAT DID THEY SAY,4
HM-HM DID ANYTHING ELSE HAPPEN,5
NO DO YOU WANT TO TELL ME WHAT HAPPENED AFTER THAT YOU WENT AND PLAYED OUT ON THE PLAYGROUND,5
DID YOU TELL ANYBODY,5
NO AND WAS THIS THE FIRST TIME,5
YES AND HAS IT HAPPENED AGAIN,5
YES DO YOU WANT TO TELL ME ABOUT THE TIME THAT IT HAPPENED AGAIN,5
YES WHAT HAPPENED THEN,4
HM-HM AND THEN WHAT ELSE HAPPENED,1
HM-HM AND THEN WHAT,1
DANIEL,13
WHO IS DANIEL,4
HE'S ONE OF THE OTHER BOYS,13
HM-HM SO WHAT HAPPENED WHEN DANIEL STARTED CRYING,4
HM-HM AND THEN WHAT HAPPENED,1
OKAY AND WHAT HAPPENED AFTER THAT,1
HM-HM AND THEN WHAT HAPPENED AFTER THAT,1
OKAY AND AFTER YOU GOT SENT HOME DID YOU SPEAK TO ANYBODY DID ANYTHING ELSE HAPPEN,5
HM-HM SO DO YOU WANT TO TELL ME A LITTLE BIT ABOUT WHAT YOU SPOKE TO YOUR MUM AND DAD ABOUT,5
YEAH WHAT DID YOU SPEAK TO THEM ABOUT START FROM THE BEGINNING,0
OKAY DO YOU WANT TO TELL ME A LITTLE BIT ABOUT ANOTHER TIME THAT IT HAPPENED YOU SAID THAT IT HAPPENED MORE THAN ONCE,5
YOU'VE SPOKEN TO ME ABOUT THE FIRST TIME AND THEN A TIME AFTER THAT CAN YOU TALK TO ME ABOUT A TIME THAT IT HAPPENED AGAIN,5
OKAY SO THERE WAS TWO TIMES THAT YOU WERE TAKEN INTO THE TOILETS,5
AND THE BOYS WERE THERE,5
CAN YOU TELL ME ABOUT CAN YOU DESCRIBE TO ME THE OTHER BOYS YOU SAID YOU DIDN'T KNOW THEIR NAMES BUT COULD YOU DESCRIBE TO ME SOME OF THE OTHER BOYS WHAT THEY LOOKED LIKE,5
YEAH OKAY CAN YOU DO THAT FOR ME NOW,5
START AT THE BEGINNING,0
OKAY AND HAVE YOU SEEN THE BOYS BEFORE,5
YES AND WHAT DID YOUR ENGAGEMENT OR WHAT DID YOUR PLAY WITH THEM LOOK LIKE BEFORE THIS HAD YOU EVER PLAYED WITH THEM BEFORE,4
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
YOUR COUSIN WHAT IS YOUR COUSIN'S NAME,4
CALLUM OKAY AND WHAT IS IT ABOUT CALLUM THAT YOU NEED TO TALK TO ME ABOUT,4
HE CLIMBED INTO YOUR BED WHEN DID HE DO THAT,4
A FEW DAYS AGO AND WHAT WAS IT ABOUT THAT HIM CLIMBING INTO YOUR BED THAT YOU HAVE TO TALK TO ME ABOUT,4
HE PUT SOMETHING HARD INTO YOUR BOTTOM AND THEN WHAT HAPPENED DARLING,1
WAS ANYONE ELSE AROUND AT THE TIME,5
OKAY CAN YOU TELL ME WHAT HAPPENED THEN,5
DID HE SAY ANYTHING TO YOU,5
AND THEN WHAT HAPPENED,1
YOU TURNED AROUND,13
AND WHEN YOU SAY DIRTY SPOT WHAT DOES THAT LOOK LIKE WHAT ARE YOU TALKING ABOUT,4
HIS PRIVATE,13
IS HIS PRIVATE ATTACHED TO HIS BODY,5
YES AND WHAT DOES IT LOOK LIKE IS IT LONG IS IT SHORT IS IT ROUND IS IT A SQUARE,4
IT'S LONG AND THEN WHAT HAPPENED,1
IS THIS THE FIRST TIME THIS HAS HAPPENED,5
HM-HM CAN YOU TELL ME ABOUT THE OTHER TIME THAT IT HAPPENED,5
HOW MANY TIMES DO YOU THINK IT HAPPENED BEFORE THAT TIME,4
YOU DON'T KNOW WHERE WERE YOU STAYING THAT NIGHT WHEN THAT HAPPENED,4
AT CALLUM'S HOUSE AND THE OTHER TIMES THAT IT HAPPENED WHERE WERE YOU,4
WHOSE HOUSE WERE YOU AT,4
SO IT'S ALWAYS HAPPENED AT CALLUM'S HOUSE,8
HM-HM AND HAS THERE EVER BEEN ANYONE ELSE AROUND,5
OKAY AND HAS IT BEEN HAPPENING FOR A LONG TIME,5
SO NOT A LONG TIME,5
AND DOES HE SAY ANYTHING TO YOU,5
AND WHAT DO YOU SAY AT THE TIME,4
YOU JUST STARTED CRYING MILLIE HAVE YOU TOLD ANYONE ABOUT IT,5
WHO HAVE YOU TOLD,4
SO YOUR MUM KNOWS ABOUT IT,5
AND WHAT HAPPENED AFTER YOU TOLD HER,4
OKAY OKAY CAN YOU TELL ME ABOUT THE VERY FIRST TIME THAT IT HAPPENED,5
WHEN WAS THAT DO YOU REMEMBER,5
NO AND WHAT HAPPENED,4
HM-HM,13
HM-HM,13
HM-HM WHAT WAS HIS HAND DOING,4
JUST HOLDING HIS DIRTY SPOT AND WAS HE FACING YOU,5
YES AND THEN WHAT HAPPENED NEXT,1
HM-HM,13
OKAY SO AT THAT TIME HE DID JUMP INTO BED WITH YOU,5
NO AND WHAT ABOUT THE NEXT TIME,5
OKAY SO IT SOUNDS LIKE THE FIRST TIME HE CAME IN AND THEN HE HEARD A NOISE SO HE LEFT,5
AND THEN THE SECOND TIME HE CAME IN AND HE JUMPED INTO BED WITH YOU,5
YEAH OKAY AND THEN YOU TOLD YOUR MUM,5
AND SHE TOLD YOU TO COME AND SPEAK TO ME,5
OKAY IS THERE ANYTHING ELSE ABOUT THAT NIGHT WITH CALLUM THAT YOU HAVEN'T TOLD ME,5
YOU DON'T KNOW AT THE TIME HOW WERE YOU FEELING,4
REALLY SORE AND HOW LONG DID THAT SORENESS LAST,4
YEAH HAVE YOU SEEN CALLUM SINCE THEN,5
NO OKAY DOES ANYBODY ELSE KNOW ABOUT IT,5
NO OKAY AFTER THE FIRST TIME DID YOU TELL ANYONE,5
HOW COME,4
AND THE SECOND TIME WHEN HE ACTUALLY CAME INTO THE BED WITH YOU WHAT DID YOU TELL YOUR MUM,4
THE NEXT DAY AND WHAT DID YOU TELL HER,4
HM-HM AND WHAT DID SHE SAY,4
HAVE YOU BEEN TO CALLUM'S HOUSE SINCE THEN,5
YOU HAVEN'T BEEN DO YOU WANT TO GO BACK,5
OKAY HAVE YOU TOLD ANYONE ELSE ABOUT WHAT HAPPENED,7
TELL ME WHAT YOU'VE COME TO TALK TO ME ABOUT TODAY ISABELLE,0
OKAY THAT'S OKAY I HEARD YOU TOLD YOUR MUM THAT YOU DON'T LIKE GOING TO THE PARK ANYMORE DID YOU TELL YOUR MUM YOU DON'T LIKE GOING TO THE PARK ANYMORE,10
OKAY WHY DON'T YOU LIKE GOING TO THE PARK ANYMORE,4
OKAY ISABELLE I'M A SAFE PERSON TO TELL THINGS TO OKAY AND I KNOW THAT YOU'VE SAID THAT YOU DON'T LIKE GOING TO THE PARK ANYMORE AND I REALLY WANT TO FIND OUT WHY THAT IS OKAY,13
SO WHY DON'T YOU LIKE GOING TO THE PARK ANYMORE,7
OKAY ALL RIGHT I HEAR YOU TOLD YOUR MUM THAT YOUR BOTTOM WAS SORE DID YOU TELL YOUR MUM THAT YOUR BOTTOM WAS SORE,10
SO I'M HERE TO FIND OUT WHAT HAPPENED TO YOU AND WHAT HAPPENED TO MAKE YOUR BOTTOM GET SORE OKAY SO I NEED TO KNOW WHAT HAPPENED AND CAN YOU START FROM THE BEGINNING,0
HM-HM,13
HM-HM,13
OKAY ALL RIGHT THANK YOU FOR TELLING ME ABOUT THAT ISABELLE THE VERY LAST TIME YOU WENT TO THE PARK WITH YOUR BROTHER I WANT TO KNOW EVERYTHING THAT HAPPENED EVEN THE LITTLE THINGS THAT HAPPENED OKAY SO START FROM THE BEGINNING AND TELL ME ALL ABOUT THE PARK WHEN YOU WENT TO THE PARK WITH YOUR BROTHER,0
HM-HM,13
HM-HM,13
OKAY TELL ME EVERYTHING ABOUT THE DOCTORS GAME,2
HM-HM,13
SO WHAT HAPPENS WHEN YOU PLAY THIS DOCTORS GAME WITH JOHNNY,2
HM-HM,13
AND WHAT ELSE HAPPENS,1
OKAY AND WHAT HAPPENS WHEN HE CHECKS YOUR TEMPERATURE AND IT HURTS YOU,2
HM,13
AND WHEN THIS IS HAPPENING WHERE ARE YOU,4
OKAY AND I WANT TO KNOW MORE ABOUT THAT PART BUT JUST BEFORE YOU TELL ME EVERYTHING ABOUT THAT PART BEFORE YOU GO INTO THE TUNNEL WHAT'S THE THING THAT HAPPENS BEFORE YOU GO INTO THE TUNNEL,2
HM-HM AND THEN WHAT'S THE NEXT THING THAT HAPPENED AFTER YOU WERE PLAYING ON THE SEE-SAW,1
OKAY TELL ME EVERYTHING ABOUT THE PART WHEN JOHNNY STICKS A STICK UP YOUR BUM,2
HM-HM,13
HM-HM,13
AND WHAT'S THE NEXT THING THAT HAPPENS,1
HM-HM,13
OKAY SO HE PULLS YOUR PANTS DOWN AND THEN HE STICKS THE STICK UP YOUR BUM AND THEN WHAT'S THE VERY NEXT THING THAT HAPPENS JUST SO I CAN REALLY UNDERSTAND WHAT HAPPENED TO YOU ISABELLE,1
OKAY,13
IT'S A SECRET,13
OKAY ALL RIGHT ISABELLE HAS THIS HAPPENED ONE TIME OR MORE THAN ONE TIME,6
ONE TIME OKAY SO WHEN JOHNNY HAS TOLD YOU NOT TO TELL ANYONE WHAT'S HAPPENED AFTER THAT,1
HM-HM,13
OKAY AND WHEN YOU WENT HOME WHAT DID YOU GUYS DO,2
HM-HM OKAY AND WHEN DID YOU TELL SOMEONE ABOUT WHAT HAPPENED TO YOU,4
THE SAME DAY,13
OKAY ALL RIGHT SO TELL ME ALL ABOUT YOUR BROTHER YOUR BROTHER JOHNNY,3
HM-HM,13
AND THAT'S ALL WHAT ARE SOME THINGS THAT YOU LIKE ABOUT JOHNNY,3
DON'T KNOW OKAY AND THIS TIME THAT YOU WENT TO THE PARK WHERE JOHNNY HAS HURT YOU WHEN DID THIS HAPPEN,4
THE OTHER DAY,13
YEAH OKAY AND BEFORE YOU WENT TO THE PARK WHAT WERE YOU DOING,4
YEAH AND WHAT WERE YOU DOING AT HOME,7
AND WHAT WERE YOU DOING WHEN YOU WERE PLAYING BY YOURSELF,4
OKAY AND THEN YOU WERE PLAYING WITH YOUR BARBIE BY YOURSELF AND WHAT'S THE NEXT THING THAT'S HAPPENED AFTER THAT,1
HM-HM,13
AND HOW DID YOU AND JOHNNY GET TO THE PARK,4
OKAY ALL RIGHT AND HOW LONG DID IT TAKE YOU TO WALK TO THE PARK,4
OKAY THA'S OKAY WHO ELSE WAS IN THE PARK WITH YOU AND JOHNNY,4
NO ONE ELSE,5
OKAY AND WHAT ELSE HAPPENS IN THE PARK,1
HM-HM,13
AND WHAT HAPPENED WHEN HE CHECKED YOUR BONES WITH THE STICK,2
HM-HM,13
HM-HM,13
OKAY AND HOW HAS HE DONE THAT,4
OKAY ALL RIGHT THAT'S OKAY SO HE'S POKED YOUR BONES WITH THE STICK WHEREABOUTS ON YOUR BODY DID HE POKE YOUR BONES,4
ON YOUR ARMS,13
OKAY AND WHAT HAPPENED AFTER THAT,1
